id,Main_mood,happy,sad,romantic,calm
981,romantic,0,1,10,1
982,romantic,0,0,4,0
983,happy,5,0,1,1
984,sad,2,7,5,4
985,romantic,4,4,8,3
986,happy,4,1,0,1
987,happy,sad,calm,3,3,0,3
988,calm,0,0,0,2
989,romantic,4,0,6,0
990,sad,0,5,0,0
991,calm,26,11,20,28
992,romantic,1,1,5,2
993,sad,0,3,2,0
994,sad,1,6,1,1
995,sad,0,4,0,0
996,romantic,1,2,3,1
997,sad,1,6,5,3
998,happy,sad,3,3,2,0
999,sad,1,4,0,0
1000,sad,4,5,3,2
1001,sad,1,4,3,2
1002,romantic,0,2,8,0
1003,romantic,2,2,5,1
1004,romantic,2,3,7,1
1005,romantic,1,0,2,1
1006,romantic,1,4,9,0
1007,happy,16,8,12,1
1008,romantic,0,0,5,0
1009,romantic,2,3,5,1
1010,calm,0,0,0,2
1011,happy,sad,romantic,calm,0,0,0,0
1012,romantic,2,1,5,0
1013,romantic,0,1,3,0
1014,romantic,14,5,17,1
1015,romantic,4,3,7,5
1016,romantic,1,1,2,1
1017,happy,romantic,1,0,1,0
1018,happy,3,0,0,0
1019,romantic,0,2,4,2
1020,romantic,4,1,5,1
1021,sad,1,6,2,0
1022,romantic,0,0,3,0
1023,romantic,0,3,5,3
1024,romantic,1,1,11,1
1025,romantic,2,4,16,4
1026,romantic,0,0,14,8
1027,romantic,0,4,11,1
1028,romantic,0,0,4,0
1029,sad,56,64,57,45
1030,romantic,1,2,3,0
1031,romantic,0,0,6,0
1032,romantic,0,0,2,0
1033,romantic,1,1,8,0
1034,romantic,7,0,9,0
1035,romantic,2,0,4,0
1036,romantic,1,5,13,3
1037,romantic,1,1,5,0
1038,romantic,2,0,10,1
1039,romantic,1,0,6,0
1040,romantic,9,5,14,1
1041,romantic,0,4,7,4
1042,romantic,6,3,8,0
1043,happy,sad,romantic,calm,0,0,0,0
1044,romantic,3,3,7,2
1045,romantic,0,0,2,0
1046,sad,romantic,1,5,5,2
1047,romantic,2,5,6,5
1048,romantic,2,0,6,2
1049,romantic,2,0,7,0
1050,romantic,0,3,5,3
1051,romantic,2,4,9,3
1052,happy,5,2,2,0
1053,sad,romantic,0,1,1,0
1054,romantic,0,1,2,1
1055,romantic,6,1,9,0
1056,happy,sad,11,11,2,0
1057,romantic,7,9,16,1
1058,romantic,1,2,17,2
1059,happy,27,26,14,1
1060,sad,1,5,0,0
1061,happy,20,17,13,0
1062,happy,sad,romantic,calm,2,2,2,2
1063,romantic,1,3,7,2
1064,romantic,3,7,8,7
1065,romantic,1,1,22,0
1066,romantic,0,1,7,0
1067,romantic,2,4,6,3
1068,romantic,0,4,5,2
1069,sad,1,5,3,0
1070,romantic,0,7,15,7
1071,sad,0,20,1,16
1072,sad,5,6,5,1
1073,romantic,6,6,17,0
1074,romantic,4,3,11,0
1075,sad,romantic,3,6,6,0
1076,sad,3,9,8,1
1077,romantic,17,18,25,0
1078,romantic,11,11,19,1
1079,romantic,9,14,19,0
1080,sad,11,12,5,2
1081,romantic,4,8,11,0
1082,romantic,0,1,4,0
1083,sad,romantic,calm,0,14,14,14
1084,sad,2,7,4,0
1085,romantic,0,1,2,1
1086,sad,romantic,calm,3,13,13,13
1087,romantic,2,1,11,3
1088,sad,5,6,3,2
1089,romantic,1,0,2,0
1090,sad,16,22,11,10
1091,romantic,15,3,16,2
1092,romantic,1,1,6,0
1093,happy,romantic,calm,1,0,1,1
1094,sad,romantic,0,1,1,0
1095,sad,3,8,1,0
1096,sad,1,14,8,6
1097,romantic,0,1,9,0
1098,romantic,4,3,7,1
1099,romantic,2,1,3,1
1100,romantic,0,4,8,1
1101,romantic,5,1,9,0
1102,romantic,0,0,1,0
1103,sad,0,9,3,0
1104,romantic,0,2,4,0
1105,romantic,0,5,7,4
1106,sad,1,2,1,0
1107,sad,13,36,22,17
1108,romantic,2,0,7,0
1109,happy,30,9,15,4
1110,romantic,4,10,12,5
1111,romantic,1,1,3,0
1112,romantic,6,4,10,0
1113,happy,romantic,1,0,1,0
1114,happy,25,5,9,1
1115,romantic,1,2,10,2
1116,sad,romantic,6,8,8,3
1117,romantic,3,3,4,1
1118,romantic,3,3,12,3
1119,sad,2,9,5,0
1120,sad,romantic,0,5,5,0
1121,romantic,0,3,4,3
1122,romantic,1,2,14,0
1123,calm,1,0,0,2
1124,calm,1,1,1,5
1125,romantic,5,9,11,9
1126,romantic,5,0,10,0
1127,sad,0,1,0,0
1128,romantic,3,4,9,4
1129,happy,9,3,3,0
1130,romantic,1,9,13,8
1131,romantic,0,4,12,1
1132,romantic,1,7,8,5
1133,happy,sad,5,5,3,1
1134,romantic,5,2,8,1
1135,romantic,2,1,5,1
1136,sad,31,71,38,27
1137,sad,3,12,0,0
1138,romantic,13,6,22,6
1139,romantic,2,5,6,3
1140,happy,22,4,3,0
1141,romantic,4,0,6,0
1142,romantic,4,1,13,4
1143,sad,3,7,6,6
1144,romantic,3,1,12,0
1145,romantic,36,0,65,0
1146,romantic,2,4,29,0
1147,happy,sad,romantic,calm,0,0,0,0
1148,romantic,3,8,11,5
1149,romantic,0,1,11,2
1150,sad,2,6,5,3
1151,romantic,1,4,7,0
1152,romantic,0,9,16,5
1153,romantic,4,4,9,3
1154,romantic,8,0,12,0
1155,calm,0,1,2,4
1156,romantic,0,4,15,4
1157,romantic,3,2,9,0
1158,romantic,3,3,4,2
1159,romantic,0,7,14,7
1160,romantic,4,2,7,0
1161,sad,5,6,5,0
1162,happy,sad,13,13,5,0
1163,sad,10,13,7,4
1164,sad,romantic,2,6,6,4
1165,romantic,2,5,9,5
1166,romantic,2,1,7,1
1167,romantic,0,10,36,8
1168,romantic,1,2,6,0
1169,happy,sad,romantic,calm,0,0,0,0
1170,romantic,1,5,21,4
1171,sad,romantic,0,3,3,2
1172,romantic,10,0,11,0
1173,romantic,4,2,5,1
1174,sad,1,8,4,0
1175,romantic,1,4,6,4
1176,romantic,0,2,12,8
1177,romantic,1,3,4,2
1178,sad,0,3,2,0
1179,romantic,0,0,1,0
1180,calm,2,6,4,7
1181,romantic,3,1,7,0
1182,sad,4,7,1,1
1183,romantic,6,2,7,0
1184,romantic,6,8,15,2
1185,sad,1,16,8,3
1186,happy,sad,6,6,4,1
1187,happy,24,9,14,3
1188,romantic,0,0,6,0
1189,sad,5,11,4,1
1190,sad,1,6,2,1
1191,romantic,0,3,7,3
1192,romantic,3,2,8,2
1193,romantic,3,1,6,0
1194,sad,6,10,8,0
1195,sad,romantic,4,11,11,2
1196,sad,7,15,7,1
1197,romantic,2,2,7,0
1198,sad,0,6,2,1
1199,romantic,5,5,26,1
1200,sad,6,11,3,1
1201,romantic,0,1,28,2
1202,sad,2,8,3,4
1203,romantic,10,8,12,3
1204,romantic,3,0,8,0
1205,happy,5,3,4,2
1206,sad,1,2,1,0
1207,sad,4,11,7,1
1208,romantic,1,1,8,0
1209,sad,0,14,2,2
1210,sad,4,12,10,0
1211,sad,3,4,3,3
1212,happy,romantic,2,1,2,0
1213,happy,sad,4,4,3,2
1214,sad,romantic,4,12,12,3
1215,romantic,1,2,3,2
1216,sad,3,7,0,0
1217,romantic,5,2,7,2
1218,romantic,1,0,2,0
1219,happy,sad,6,6,1,0
1220,happy,sad,romantic,calm,0,0,0,0
1221,sad,0,3,1,2
1222,sad,romantic,0,2,2,1
1223,romantic,0,1,2,1
1224,happy,3,0,0,0
1225,romantic,0,0,1,0
1226,romantic,4,1,5,1
1227,romantic,0,0,8,0
1228,calm,94,64,31,141
1229,calm,92,93,23,98
1230,calm,116,97,45,119
1231,sad,117,131,70,122
1232,sad,95,101,51,83
1233,sad,92,180,80,83
1234,sad,42,46,17,40
1235,sad,59,83,44,58
1236,romantic,3,3,7,4
1237,sad,7,17,1,0
1238,sad,7,9,1,0
1239,romantic,9,11,18,13
1240,sad,4,5,2,0
1241,romantic,0,0,8,2
1242,happy,romantic,3,0,3,0
1243,romantic,0,13,34,10
1244,happy,73,68,52,50
1245,romantic,2,0,5,0
1246,romantic,1,1,2,1
1247,romantic,1,1,3,1
1248,sad,1,14,9,9
1249,romantic,0,3,6,3
1250,romantic,5,2,8,0
1251,romantic,2,5,6,0
1252,happy,sad,calm,2,2,0,2
1253,sad,romantic,0,2,2,1
1254,sad,3,27,12,8
1255,romantic,0,0,4,0
1256,romantic,2,2,15,0
1257,happy,4,0,0,0
1258,romantic,2,0,4,0
1259,happy,2,1,0,1
1260,happy,4,0,2,0
1261,sad,68,70,38,67
1262,romantic,1,1,3,1
1263,romantic,0,6,8,6
1264,romantic,6,0,13,2
1265,romantic,2,3,5,1
1266,romantic,3,4,10,0
1267,happy,romantic,1,0,1,0
1268,romantic,2,2,15,0
1269,romantic,0,0,2,1
1270,romantic,8,5,12,2
1271,sad,3,7,4,2
1272,sad,romantic,2,4,4,0
1273,romantic,2,19,22,16
1274,romantic,4,1,11,0
1275,romantic,0,1,4,0
1276,romantic,2,7,8,0
1277,happy,10,8,4,0
1278,romantic,2,1,3,0
1279,romantic,1,10,13,9
1280,romantic,1,5,6,5
1281,romantic,5,6,9,1
1282,romantic,9,6,11,0
1283,sad,0,4,3,0
1284,romantic,9,7,15,2
1285,romantic,7,8,11,0
1286,romantic,2,2,9,2
1287,romantic,6,5,11,2
1288,happy,sad,romantic,2,2,2,0
1289,sad,0,5,3,1
1290,romantic,2,5,6,2
1291,romantic,4,2,6,1
1292,calm,1,5,4,7
1293,sad,0,6,3,1
1294,happy,sad,romantic,1,1,1,0
1295,sad,8,12,4,1
1296,sad,1,5,1,0
1297,sad,romantic,1,7,7,0
1298,romantic,0,0,3,0
1299,sad,2,4,0,0
1300,romantic,0,0,3,0
1301,sad,1,19,14,6
1302,romantic,0,5,6,2
1303,romantic,1,0,4,0
1304,romantic,2,1,3,1
1305,romantic,10,4,26,2
1306,sad,romantic,62,77,77,2
1307,sad,0,1,0,0
1308,romantic,0,1,3,0
1309,happy,2,1,1,0
1310,romantic,1,0,2,1
1311,sad,3,9,7,5
1312,romantic,1,0,5,0
1313,romantic,3,5,20,6
1314,romantic,7,0,19,0
1315,romantic,0,0,10,1
1316,happy,sad,4,4,3,0
1317,romantic,20,0,26,0
1318,happy,4,0,1,0
1319,romantic,4,2,7,1
1320,romantic,5,4,15,5
1321,happy,9,1,5,2
1322,sad,0,1,0,0
1323,happy,7,3,3,1
1324,romantic,4,7,8,2
1325,romantic,1,7,12,7
1326,sad,1,6,1,0
1327,happy,6,3,5,2
1328,romantic,1,5,8,3
1329,romantic,1,0,5,1
1330,romantic,1,1,2,1
1331,happy,5,3,4,0
1332,sad,7,11,2,1
1333,happy,2,0,0,0
1334,romantic,3,1,14,1
1335,romantic,4,1,5,0
1336,romantic,1,7,8,4
1337,happy,3,0,0,0
1338,sad,5,10,5,8
1339,sad,romantic,calm,0,3,3,3
1340,romantic,15,2,22,8
1341,romantic,0,1,15,1
1342,sad,3,5,3,2
1343,romantic,4,7,17,0
1344,calm,1,0,1,6
1345,happy,8,3,4,3
1346,romantic,0,3,4,3
1347,romantic,7,1,10,1
1348,romantic,2,0,15,1
1349,romantic,0,0,13,0
1350,romantic,0,0,2,0
1351,romantic,1,1,3,0
1352,sad,romantic,calm,0,2,2,2
1353,romantic,0,0,5,0
1354,romantic,4,4,11,0
1355,sad,2,3,1,0
1356,sad,romantic,0,6,6,5
1357,romantic,3,2,10,0
1358,romantic,2,1,3,0
1359,romantic,0,0,8,0
1360,romantic,1,2,4,3
1361,romantic,0,0,2,0
1362,romantic,1,2,6,1
1363,happy,23,22,20,20
1364,sad,3,26,0,2
1365,sad,33,34,16,16
1366,happy,romantic,8,7,8,4
1367,sad,2,8,3,1
1368,romantic,1,13,25,13
1369,sad,4,12,2,3
1370,sad,7,16,2,2
1371,sad,1,26,0,24
1372,romantic,9,8,13,0
1373,romantic,3,6,16,5
1374,romantic,3,14,21,13
1375,romantic,5,2,12,1
1376,sad,9,11,8,3
1377,romantic,25,31,32,20
1378,happy,48,47,40,22
1379,happy,69,67,61,30
1380,romantic,23,27,34,12
1381,romantic,20,20,24,16
1382,sad,40,52,41,26
1383,sad,44,49,37,31
1384,romantic,26,26,30,19
1385,sad,80,93,85,79
1386,happy,71,64,46,35
1387,romantic,49,51,63,31
1388,sad,23,27,24,17
1389,happy,27,21,26,25
1390,romantic,51,53,63,29
1391,romantic,3,4,5,3
1392,sad,romantic,1,5,5,1
1393,romantic,5,9,10,3
1394,sad,romantic,3,8,8,4
1395,romantic,2,5,39,4
1396,sad,6,12,11,7
1397,happy,13,4,9,2
1398,happy,sad,romantic,4,4,4,1
1399,romantic,2,1,8,0
1400,romantic,1,1,25,0
1401,romantic,16,20,21,4
1402,sad,17,20,18,6
1403,romantic,6,6,10,1
1404,romantic,30,30,44,7
1405,romantic,27,30,42,3
1406,romantic,16,18,28,5
1407,romantic,11,13,17,9
1408,romantic,44,48,52,16
1409,romantic,11,11,14,2
1410,happy,51,46,40,19
1411,romantic,3,4,6,1
1412,romantic,8,9,10,2
1413,happy,47,46,42,21
1414,happy,32,26,30,7
1415,romantic,19,23,35,2
1416,romantic,6,10,15,6
1417,romantic,5,5,6,3
1418,romantic,23,22,37,11
1419,romantic,30,39,44,8
1420,romantic,5,1,6,0
1421,happy,5,3,0,0
1422,romantic,0,0,2,0
1423,happy,3,0,0,0
1424,romantic,1,0,6,0
1425,romantic,14,0,22,18
1426,calm,2,0,0,3
1427,happy,4,2,2,0
1428,sad,romantic,0,2,2,1
1429,happy,2,1,0,0
1430,happy,1,0,0,0
1431,happy,sad,2,2,1,1
1432,romantic,1,2,4,0
1433,sad,10,18,14,1
1434,romantic,6,4,21,0
1435,sad,52,71,38,50
1436,calm,67,79,63,84
1437,happy,66,35,22,54
1438,romantic,0,7,8,7
1439,romantic,0,0,13,3
1440,romantic,2,2,4,2
1441,happy,sad,1,1,0,0
1442,romantic,2,3,7,3
1443,happy,sad,romantic,7,7,7,1
1444,happy,137,120,90,108
1445,happy,123,118,91,114
1446,calm,135,146,85,153
1447,sad,49,75,27,51
1448,happy,190,110,61,142
1449,happy,119,108,68,106
1450,calm,70,66,50,73
1451,sad,110,117,69,92
1452,sad,61,76,41,63
1453,happy,104,98,66,91
1454,sad,173,182,119,157
1455,romantic,21,60,94,19
1456,happy,149,144,57,145
1457,sad,90,132,60,125
1458,calm,96,91,45,104
1459,happy,108,97,71,103
1460,sad,54,59,20,47
1461,sad,89,112,51,95
1462,happy,sad,67,67,35,63
1463,sad,91,136,77,86
1464,sad,89,139,101,116
1465,happy,7,2,5,1
1466,happy,6,0,3,0
1467,sad,0,3,2,1
1468,romantic,2,1,4,1
1469,romantic,1,0,2,0
1470,romantic,3,7,9,6
1471,romantic,0,0,6,0
1472,romantic,5,6,7,1
1473,romantic,7,9,15,5
1474,happy,13,1,12,0
1475,romantic,5,5,10,2
1476,romantic,9,12,21,3
1477,romantic,8,7,14,8
1478,romantic,6,11,12,6
1479,sad,1,10,4,4
1480,happy,3,1,2,0
1481,romantic,2,0,6,2
1482,romantic,5,3,31,1
1483,romantic,5,4,15,4
1484,romantic,0,2,5,0
1485,romantic,1,2,5,2
1486,happy,sad,calm,1,1,0,1
1487,sad,romantic,0,2,2,1
1488,happy,6,5,5,3
1489,happy,6,1,2,1
1490,romantic,5,6,10,5
1491,happy,5,4,3,1
1492,romantic,1,1,5,0
1493,romantic,2,5,6,3
1494,sad,0,5,1,0
1495,romantic,0,7,11,5
1496,happy,sad,romantic,calm,1,1,1,1
1497,romantic,2,3,4,2
1498,romantic,calm,1,4,8,8
1499,romantic,3,2,15,1
1500,sad,1,2,0,0
1501,romantic,0,1,5,1
1502,romantic,3,5,6,3
1503,romantic,1,0,2,0
1504,romantic,5,2,7,1
1505,sad,1,13,6,1
1506,happy,9,2,8,0
1507,sad,0,2,1,0
1508,romantic,5,2,7,2
1509,romantic,0,21,23,21
1510,romantic,2,4,7,2
1511,romantic,0,2,5,2
1512,romantic,3,3,27,4
1513,happy,13,0,3,1
1514,happy,romantic,3,2,3,0
1515,sad,2,5,3,2
1516,romantic,3,4,11,3
1517,sad,romantic,calm,0,1,1,1
1518,romantic,0,1,6,0
1519,happy,sad,romantic,calm,1,1,1,1
1520,happy,2,0,0,0
1521,romantic,0,0,4,0
1522,romantic,1,1,15,0
1523,romantic,0,6,8,5
1524,romantic,0,4,5,1
1525,happy,romantic,10,9,10,4
1526,happy,romantic,2,1,2,1
1527,happy,4,3,3,1
1528,romantic,3,3,14,3
1529,happy,12,6,6,2
1530,romantic,0,16,27,12
1531,sad,1,8,1,0
1532,romantic,2,1,4,0
1533,sad,0,9,5,0
1534,happy,sad,romantic,calm,1,1,1,1
1535,sad,2,4,3,1
1536,sad,1,4,3,2
1537,romantic,1,2,3,1
1538,sad,0,3,2,1
1539,sad,romantic,0,1,1,0
1540,happy,5,1,4,1
1541,happy,1,0,0,0
1542,romantic,1,0,2,1
1543,happy,5,0,0,0
1544,sad,0,1,0,0
1545,sad,0,53,3,1
1546,sad,1,5,2,0
1547,romantic,1,4,12,4
1548,romantic,1,1,2,1
1549,happy,sad,romantic,1,1,1,0
1550,romantic,4,3,9,1
1551,sad,1,4,1,1
1552,happy,romantic,7,2,7,1
1553,romantic,0,8,11,8
1554,romantic,3,0,7,1
1555,romantic,0,8,9,6
1556,romantic,1,5,11,4
1557,romantic,1,19,43,4
1558,happy,sad,romantic,1,1,1,0
1559,romantic,4,12,35,8
1560,sad,2,13,11,0
1561,romantic,1,6,16,3
1562,sad,5,8,4,2
1563,happy,21,9,19,2
1564,sad,2,10,2,0
1565,romantic,2,5,15,6
1566,sad,romantic,12,13,13,2
1567,sad,56,74,39,65
1568,sad,27,30,10,28
1569,romantic,0,1,7,0
1570,romantic,2,1,4,1
1571,romantic,0,8,11,8
1572,sad,1,6,3,1
1573,happy,romantic,17,14,17,15
1574,sad,91,112,71,75
1575,romantic,40,40,46,37
1576,happy,48,47,41,32
1577,sad,42,62,41,29
1578,sad,48,66,44,44
1579,happy,sad,38,38,28,25
1580,happy,96,74,93,85
1581,sad,29,52,34,30
1582,sad,40,71,47,34
1583,sad,75,106,71,65
1584,sad,32,55,40,40
1585,sad,25,36,28,23
1586,sad,31,53,44,34
1587,sad,30,33,20,25
1588,sad,21,42,33,25
1589,sad,50,76,60,32
1590,sad,49,64,52,49
1591,sad,50,64,59,54
1592,calm,49,50,55,64
1593,sad,47,63,58,51
1594,sad,85,107,75,98
1595,sad,15,35,29,15
1596,romantic,23,26,29,22
1597,sad,24,34,32,19
1598,sad,42,44,34,35
1599,sad,33,36,35,32
1600,happy,romantic,1,0,1,0
1601,happy,2,1,1,0
1602,romantic,1,0,2,0
1603,happy,sad,calm,1,1,0,1
1604,romantic,0,1,8,0
1605,romantic,0,2,11,3
1606,sad,6,18,8,5
1607,romantic,4,3,7,3
1608,romantic,4,17,18,5
1609,romantic,5,6,11,1
1610,sad,romantic,2,3,3,2
1611,romantic,3,4,5,0
1612,sad,3,12,4,4
1613,happy,sad,romantic,10,10,10,0
1614,romantic,1,0,7,0
1615,romantic,0,5,7,4
1616,sad,0,2,1,0
1617,romantic,9,8,45,2
1618,romantic,6,2,17,0
1619,romantic,0,1,4,0
1620,romantic,2,7,24,7
1621,romantic,0,4,12,6
1622,sad,1,5,2,0
1623,romantic,6,3,7,3
1624,sad,2,4,3,0
1625,sad,romantic,1,2,2,0
1626,happy,1,0,0,0
1627,romantic,4,3,13,3
1628,happy,sad,romantic,calm,0,0,0,0
1629,romantic,3,4,7,5
1630,sad,7,8,1,0
1631,sad,romantic,2,4,4,1
1632,romantic,2,16,27,13
1633,happy,6,2,1,0
1634,happy,romantic,4,0,4,0
1635,romantic,1,1,2,1
1636,happy,sad,romantic,calm,0,0,0,0
1637,romantic,4,8,16,5
1638,romantic,1,0,5,0
1639,happy,3,1,2,0
1640,romantic,1,4,6,2
1641,romantic,0,2,6,2
1642,romantic,0,1,3,1
1643,romantic,0,4,8,1
1644,romantic,1,1,3,0
1645,romantic,3,5,7,2
1646,sad,calm,0,1,0,1
1647,romantic,0,1,2,0
1648,happy,sad,romantic,calm,0,0,0,0
1649,sad,romantic,calm,0,1,1,1
1650,happy,calm,2,0,0,2
1651,happy,sad,romantic,calm,0,0,0,0
1652,happy,sad,romantic,calm,0,0,0,0
1653,calm,0,0,0,2
1654,happy,sad,3,3,2,1
1655,romantic,3,2,4,3
1656,happy,sad,romantic,calm,5,5,5,5
1657,sad,0,1,0,0
1658,romantic,3,3,7,4
1659,romantic,1,0,6,0
1660,romantic,3,0,6,0
1661,romantic,2,7,9,3
1662,romantic,1,2,5,0
1663,romantic,0,0,2,0
1664,romantic,3,3,16,0
1665,sad,3,8,5,3
1666,romantic,3,2,7,0
1667,romantic,5,1,29,0
1668,sad,romantic,2,5,5,4
1669,romantic,4,0,18,0
1670,romantic,0,1,7,0
1671,happy,1,0,0,0
1672,sad,0,5,4,3
1673,happy,8,4,6,4
1674,sad,2,5,4,3
1675,sad,romantic,calm,2,8,8,8
1676,romantic,0,1,5,0
1677,romantic,0,0,6,0
1678,romantic,2,2,28,1
1679,romantic,2,2,3,2
1680,romantic,1,1,12,5
1681,romantic,17,14,48,14
1682,romantic,9,5,10,0
1683,romantic,3,16,17,12
1684,romantic,3,6,40,1
1685,happy,sad,romantic,calm,0,0,0,0
1686,romantic,0,0,1,0
1687,romantic,2,0,3,0
1688,sad,2,4,3,2
1689,happy,8,0,0,0
1690,happy,6,4,5,2
1691,romantic,2,1,4,0
1692,sad,romantic,calm,0,3,3,3
1693,romantic,2,1,12,1
1694,sad,2,6,3,2
1695,romantic,11,4,13,3
1696,romantic,1,6,9,2
1697,romantic,3,1,7,1
1698,romantic,9,7,15,3
1699,romantic,4,11,16,6
1700,happy,romantic,6,5,6,1
1701,sad,3,9,4,1
1702,sad,0,2,1,1
1703,happy,romantic,2,0,2,0
1704,sad,4,8,0,1
1705,happy,romantic,6,1,6,0
1706,romantic,7,8,13,6
1707,romantic,0,3,5,3
1708,romantic,5,5,15,1
1709,sad,romantic,0,5,5,0
1710,romantic,1,1,4,0
1711,romantic,0,0,4,0
1712,romantic,1,3,8,1
1713,happy,4,1,3,1
1714,romantic,4,2,7,0
1715,sad,22,39,13,22
1716,romantic,4,5,14,7
1717,romantic,0,8,15,8
1718,romantic,5,4,14,2
1719,romantic,6,5,7,0
1720,romantic,3,0,9,4
1721,romantic,0,3,7,2
1722,romantic,0,0,2,0
1723,romantic,2,3,4,1
1724,happy,3,0,0,0
1725,romantic,0,4,5,4
1726,romantic,1,3,9,3
1727,sad,0,4,3,2
1728,sad,4,9,3,0
1729,romantic,0,0,5,0
1730,romantic,3,6,8,0
1731,sad,romantic,1,3,3,0
1732,happy,romantic,2,0,2,0
1733,romantic,1,0,4,1
1734,romantic,1,1,3,0
1735,romantic,0,0,42,0
1736,romantic,0,0,1,0
1737,romantic,1,1,6,0
1738,romantic,7,3,8,0
1739,sad,2,4,0,0
1740,sad,0,14,5,0
1741,happy,sad,romantic,calm,0,0,0,0
1742,sad,romantic,4,7,7,5
1743,happy,5,3,3,1
1744,romantic,0,0,1,0
1745,calm,1,0,1,3
1746,romantic,1,7,11,6
1747,happy,sad,romantic,calm,1,1,1,1
1748,happy,sad,6,6,2,2
1749,romantic,6,0,13,0
1750,romantic,6,3,16,2
1751,sad,romantic,0,3,3,2
1752,romantic,8,10,11,5
1753,sad,romantic,1,3,3,0
1754,romantic,3,2,4,3
1755,happy,4,0,0,0
1756,romantic,3,1,5,0
1757,sad,0,3,2,2
1758,happy,sad,romantic,1,1,1,0
1759,romantic,2,0,3,0
1760,happy,1,0,0,0
1761,romantic,0,0,4,0
1762,romantic,0,0,2,0
1763,calm,0,2,2,3
1764,romantic,1,0,6,0
1765,happy,22,1,4,0
1766,happy,sad,3,3,1,1
1767,happy,1,0,0,0
1768,romantic,0,1,2,1
1769,romantic,2,0,6,0
1770,romantic,1,0,10,0
1771,romantic,0,0,9,0
1772,happy,5,3,1,1
1773,happy,sad,1,1,0,0
1774,romantic,0,0,4,0
1775,happy,3,0,0,0
1776,romantic,3,4,6,3
1777,calm,0,0,0,1
1778,sad,5,16,8,0
1779,happy,1,0,0,0
1780,happy,romantic,11,0,11,0
1781,romantic,1,1,3,1
1782,romantic,2,0,3,0
1783,sad,0,11,8,8
1784,romantic,4,19,32,16
1785,romantic,1,1,14,0
1786,romantic,3,3,6,2
1787,sad,2,4,2,1
1788,sad,0,18,0,0
1789,romantic,4,4,10,4
1790,romantic,5,4,7,0
1791,romantic,2,9,18,1
1792,romantic,0,0,6,0
1793,calm,6,3,10,12
1794,romantic,1,3,15,3
1795,happy,sad,romantic,3,3,3,2
1796,sad,1,6,2,0
1797,sad,romantic,1,2,2,1
1798,sad,romantic,3,4,4,2
1799,romantic,2,0,3,0
1800,romantic,0,0,1,0
1801,romantic,2,3,9,3
1802,romantic,1,1,2,1
1803,sad,calm,0,1,0,1
1804,romantic,18,8,34,6
1805,calm,0,4,7,10
1806,romantic,0,0,1,0
1807,happy,sad,1,1,0,0
1808,romantic,1,3,10,2
1809,romantic,0,2,12,2
1810,romantic,0,0,1,0
1811,happy,4,1,2,1
1812,romantic,5,4,12,2
1813,romantic,0,0,6,2
1814,romantic,3,2,10,0
1815,happy,3,2,1,1
1816,romantic,2,2,8,0
1817,romantic,5,2,8,0
1818,romantic,0,0,16,0
1819,romantic,1,2,6,3
1820,romantic,2,2,23,0
1821,romantic,1,0,14,1
1822,romantic,2,0,17,1
1823,sad,romantic,calm,1,2,2,2
1824,romantic,35,37,41,37
1825,sad,romantic,0,1,1,0
1826,romantic,0,0,14,0
1827,romantic,0,0,1,0
1828,romantic,1,2,5,2
1829,sad,9,10,0,9
1830,romantic,0,12,44,12
1831,romantic,1,2,3,2
1832,romantic,2,0,4,0
1833,romantic,1,3,6,3
1834,romantic,3,2,10,0
1835,romantic,1,1,5,1
1836,romantic,1,0,2,1
1837,romantic,4,4,7,0
1838,romantic,calm,3,0,4,4
1839,romantic,8,4,9,4
1840,romantic,0,1,13,0
1841,happy,romantic,1,0,1,0
1842,romantic,10,2,17,0
1843,happy,4,3,2,2
1844,romantic,1,1,18,2
1845,romantic,2,2,20,1
1846,romantic,1,1,33,1
1847,romantic,7,2,17,2
1848,calm,0,0,1,3
1849,sad,calm,29,31,2,31
1850,romantic,1,0,2,0
1851,happy,3,1,2,1
1852,romantic,4,3,5,0
1853,sad,27,46,6,4
1854,sad,38,63,13,24
1855,sad,13,26,22,8
1856,romantic,6,11,16,7
1857,sad,31,46,12,13
1858,sad,19,39,9,8
1859,sad,36,54,18,11
1860,sad,18,25,9,10
1861,romantic,0,0,8,1
1862,happy,romantic,1,0,1,0
1863,romantic,3,0,4,0
1864,romantic,0,3,4,0
1865,romantic,0,3,14,1
1866,happy,romantic,2,0,2,0
1867,happy,6,0,1,0
1868,romantic,3,0,4,1
1869,romantic,3,4,9,2
1870,happy,7,6,5,1
1871,romantic,1,0,2,0
1872,romantic,5,4,9,4
1873,happy,sad,1,1,0,0
1874,happy,sad,3,3,2,2
1875,sad,0,13,12,8
1876,sad,1,5,2,0
1877,romantic,1,2,5,0
1878,sad,romantic,calm,0,1,1,1
1879,happy,8,3,7,2
1880,romantic,1,1,6,1
1881,romantic,12,3,13,0
1882,happy,romantic,16,3,16,0
1883,romantic,1,7,11,7
1884,romantic,1,3,5,3
1885,romantic,2,1,7,1
1886,romantic,1,1,3,1
1887,sad,0,5,1,0
1888,sad,0,2,1,0
1889,romantic,5,3,10,1
1890,romantic,4,0,5,0
1891,romantic,2,1,3,0
1892,romantic,1,1,2,0
1893,romantic,1,0,2,0
1894,sad,romantic,calm,1,3,3,3
1895,romantic,2,9,11,9
1896,sad,romantic,2,3,3,1
1897,happy,romantic,4,2,4,2
